Ranking,Name, ,Under Pressure Rating,% Break Points Converted,% Break Point Saved,% Tie Breaks Won,% Deciding Sets Won,Year
50.0,Rainer Schuettler,,154.32500000000002,42.4%,54.2%,21.2%,36.5%,2007
18.0,Dusan Lajovic,,220.35,37.5%,57.8%,75.0%,50.0%,2012
1.0,Andy Murray,,259.25,45.3%,62.1%,70.3%,81.4%,2012
2.0,Novak Djokovic,,250.9,46.7%,65.2%,54.5%,84.5%,2012
4.0,Juan Martin del Potro,,243.3,44.0%,66.4%,53.4%,79.5%,2012
6.0,Ivan Dodig,,232.62499999999997,41.4%,60.8%,62.4%,68.1%,2012
5.0,Florian Mayer,,233.04999999999998,44.4%,59.2%,64.7%,64.7%,2012
3.0,Rafael Nadal,,250.89999999999998,46.6%,65.2%,68.9%,70.2%,2012
8.0,Kei Nishikori,,232.37500000000003,39.5%,59.2%,56.9%,76.8%,2012
10.0,Richard Gasquet,,229.57500000000002,41.2%,59.0%,55.1%,74.2%,2012
12.0,Tomas Berdych,,225.50000000000003,43.8%,62.1%,62.5%,57.1%,2012
9.0,Jo-Wilfried Tsonga,,231.3,43.6%,66.6%,58.8%,62.3%,2012
7.0,Marin Cilic,,232.45000000000002,42.6%,63.0%,64.0%,62.8%,2012
11.0,Milos Raonic,,225.72500000000002,37.5%,66.7%,61.4%,60.2%,2012
17.0,Gael Monfils,,221.04999999999998,40.5%,62.4%,56.5%,61.7%,2012
15.0,Roger Federer,,224.74999999999997,41.0%,64.9%,65.9%,53.0%,2012
14.0,David Ferrer,,225.075,44.9%,63.2%,51.8%,65.2%,2012
19.0,Philipp Kohlschreiber,,219.575,39.2%,65.0%,62.4%,53.0%,2012
13.0,Dmitry Tursunov,,225.15,41.7%,63.8%,61.9%,57.8%,2012
16.0,Tommy Robredo,,224.1,40.5%,62.1%,52.1%,69.5%,2012
27.0,Alexandr Dolgopolov,,209.7,41.7%,57.8%,43.8%,66.5%,2012
20.0,Feliciano Lopez,,218.05,34.4%,66.0%,61.2%,56.5%,2012
23.0,Nicolas Almagro,,213.70000000000002,40.4%,60.3%,61.2%,51.8%,2012
22.0,Stan Wawrinka,,215.04999999999998,38.3%,59.3%,52.3%,65.2%,2012
29.0,Ryan Harrison,,205.57500000000002,39.3%,59.4%,51.6%,55.2%,2012
24.0,Marcel Granollers,,212.975,42.2%,54.8%,40.8%,75.1%,2012
21.0,John Isner,,215.89999999999998,33.1%,67.5%,62.3%,53.0%,2012
26.0,Fabio Fognini,,210.625,45.2%,56.2%,63.4%,45.7%,2012
28.0,Kevin Anderson,,208.025,39.7%,66.0%,47.7%,54.6%,2012
25.0,Albert Montanes,,211.25000000000003,38.8%,61.8%,53.1%,57.5%,2012
35.0,Radek Stepanek,,198.45,39.3%,58.1%,41.9%,59.3%,2012
38.0,Julien Benneteau,,196.89999999999998,40.6%,58.7%,54.2%,43.3%,2012
31.0,Fernando Verdasco,,203.275,41.0%,62.7%,50.1%,49.5%,2012
33.0,Andreas Seppi,,200.42499999999998,40.8%,57.6%,39.4%,62.5%,2012
32.0,Janko Tipsarevic,,201.47500000000002,41.8%,63.5%,45.1%,51.0%,2012
42.0,Pablo Andujar,,192.375,42.4%,59.1%,36.0%,54.8%,2012
51.0,Marcos Baghdatis,,185.4,40.8%,61.8%,45.0%,37.8%,2012
34.0,Nikolay Davydenko,,200.27499999999998,44.1%,61.0%,40.9%,54.2%,2012
30.0,Gilles Simon,,204.60000000000002,43.0%,60.1%,49.3%,52.2%,2012
49.0,Juan Monaco,,185.55,42.4%,57.3%,45.8%,40.0%,2012
36.0,Viktor Troicki,,197.24999999999997,41.4%,59.3%,46.2%,50.3%,2012
48.0,Santiago Giraldo,,186.425,42.4%,59.4%,37.5%,47.1%,2012
46.0,Adrian Mannarino,,187.77500000000003,40.5%,58.2%,51.9%,37.2%,2012
41.0,Grigor Dimitrov,,193.675,35.6%,56.2%,45.8%,56.1%,2012
37.0,Mikhail Youzhny,,197.12500000000003,39.8%,60.5%,51.6%,45.2%,2012
39.0,Jarkko Nieminen,,195.4,42.5%,56.2%,43.0%,53.7%,2012
40.0,Ernests Gulbis,,194.62500000000003,36.6%,63.1%,31.8%,63.1%,2012
45.0,Jurgen Melzer,,189.64999999999998,39.2%,58.7%,45.6%,46.2%,2012
43.0,Robin Haase,,190.825,43.2%,63.2%,37.4%,47.0%,2012
47.0,Denis Istomin,,186.89999999999998,38.1%,59.9%,64.0%,25.0%,2012
44.0,Guillermo Garcia-Lopez,,189.975,40.5%,55.6%,46.6%,47.2%,2012
50.0,Xavier Malisse,,185.52499999999998,46.1%,60.0%,38.5%,40.9%,2012
52.0,Victor Hanescu,,174.70000000000002,38.6%,56.0%,48.9%,31.2%,2012
53.0,Yen-Hsun Lu,,172.35000000000002,38.8%,59.7%,54.4%,19.3%,2012
54.0,Carlos Berlocq,,164.60000000000002,37.5%,54.2%,34.7%,38.2%,2012
55.0,Daniel Gimeno-Traver,,157.25,33.7%,54.5%,32.8%,36.2%,2012
56.0,Tobias Kamke,,149.92499999999998,41.0%,56.9%,33.8%,18.3%,2012
57.0,Daniel Evans,,143.35,49.5%,60.5%,8.3%,25.0%,2012
1,Jaime Yzaga,,242.2,43.6%,59.3%,80.0%,59.3%,1992
2,Michael Stich,,241.0,41.1%,68.6%,66.4%,64.9%,1992
3,Stefan Edberg,,237.5,44.4%,64.3%,65.9%,62.9%,1992
4,Javier Frana,,234.4,45.2%,63.3%,67.7%,58.2%,1992
5,Sergi Bruguera,,234.0,45.7%,59.9%,66.1%,62.3%,1992
6,Pete Sampras,,232.9,40.4%,67.4%,57.4%,67.8%,1992
7,Petr Korda,,232.9,44.5%,57.8%,70.0%,60.5%,1992
8,Jim Courier,,230.9,44.7%,63.4%,55.8%,67.0%,1992
9,Magnus Larsson,,230.7,39.4%,61.7%,67.3%,62.3%,1992
10,Magnus Gustafsson,,229.6,46.5%,57.3%,55.2%,70.5%,1992
11,Boris Becker,,229.2,41.7%,66.1%,55.3%,66.1%,1992
12,Guillermo Perez-Roldan,,229.2,49.5%,57.7%,67.9%,54.1%,1992
13,Karel Novacek,,228.8,41.3%,62.5%,59.5%,65.5%,1992
14,Michael Chang,,228.2,47.3%,61.8%,49.0%,70.0%,1992
15,Patrick McEnroe,,226.8,41.7%,59.1%,61.0%,65.1%,1992
16,Ivan Lendl,,224.6,45.2%,61.6%,48.1%,69.7%,1992
17,Thomas Muster,,224.1,46.7%,61.6%,52.8%,63.0%,1992
18,Brad Gilbert,,223.2,42.9%,60.3%,67.3%,52.7%,1992
19,Jordi Arrese,,222.6,44.8%,56.5%,48.9%,72.4%,1992
20,Alberto Mancini,,220.8,39.6%,60.6%,67.5%,53.1%,1992
21,Richey Reneberg,,220.7,41.5%,58.5%,58.4%,62.2%,1992
22,Richard Fromberg,,218.9,44.3%,56.8%,59.7%,58.1%,1992
23,Derrick Rostagno,,218.3,38.4%,58.3%,57.7%,64.0%,1992
24,Alexander Volkov,,217.5,44.9%,60.5%,55.0%,57.1%,1992
25,Christian Bergstrom,,216.6,44.4%,57.4%,53.8%,61.1%,1992
26,Aaron Krickstein,,215.4,39.0%,62.2%,52.4%,61.8%,1992
27,Wayne Ferreira,,214.8,41.0%,57.1%,60.0%,56.6%,1992
28,Javier Sanchez,,213.8,41.2%,60.2%,54.0%,58.5%,1992
29,Goran Ivanisevic,,213.8,41.5%,64.3%,56.6%,51.3%,1992
30,Emilio Sanchez,,212.4,39.0%,61.9%,52.8%,58.6%,1992
31,Todd Woodbridge,,212.4,42.4%,56.4%,52.5%,61.1%,1992
32,Jakob Hlasek,,211.0,39.9%,61.8%,48.8%,60.5%,1992
33,David Wheaton,,210.7,39.2%,64.1%,53.9%,53.4%,1992
34,Renzo Furlan,,209.0,44.5%,53.3%,69.6%,41.7%,1992
35,MaliVai Washington,,208.5,42.4%,60.7%,49.6%,55.8%,1992
36,Paul Haarhuis,,208.4,44.8%,54.6%,52.8%,56.2%,1992
37,Jacco Eltingh,,207.1,34.8%,57.6%,59.3%,55.4%,1992
38,Mark Woodforde,,206.7,38.7%,57.8%,49.3%,61.0%,1992
39,Francisco Clavet,,206.3,44.3%,58.9%,45.8%,57.3%,1992
40,Fabrice Santoro,,205.2,43.5%,58.3%,57.3%,46.1%,1992
41,Jonas Svensson,,204.4,43.6%,57.5%,47.3%,56.0%,1992
42,Andrei Chesnokov,,204.0,47.1%,52.5%,49.7%,54.7%,1992
43,Jan Siemerink,,203.1,40.2%,60.2%,52.4%,50.4%,1992
44,Jeff Tarango,,202.5,45.8%,59.1%,40.6%,57.1%,1992
45,Horst Skoff,,200.9,42.8%,58.1%,44.7%,55.3%,1992
46,Andrei Cherkasov,,200.8,42.2%,61.3%,48.4%,48.9%,1992
47,Andre Agassi,,199.6,42.7%,62.3%,49.6%,45.0%,1992
48,Richard Krajicek,,198.0,37.1%,62.3%,46.6%,52.0%,1992
49,Arnaud Boetsch,,196.0,41.5%,59.2%,43.8%,51.5%,1992
50,Amos Mansdorf,,195.1,40.3%,63.2%,34.1%,57.5%,1992
51,Carl-Uwe Steeb,,194.6,43.1%,55.1%,45.8%,50.5%,1992
52,Wally Masur,,193.8,40.9%,60.7%,47.1%,45.1%,1992
53,Cedric Pioline,,191.5,39.4%,61.0%,39.3%,51.8%,1992
54,Horacio de la Pena,,189.8,42.6%,55.9%,44.7%,46.6%,1992
55,Luiz Mattar,,183.8,40.1%,60.4%,49.1%,34.2%,1992
56,Ronald Agenor,,182.7,40.5%,53.4%,42.0%,46.9%,1992
57,Anders Jarryd,,180.0,46.1%,58.6%,39.1%,36.1%,1992
58,Jason Stoltenberg,,180.0,40.0%,60.6%,45.9%,33.5%,1992
59,Guillaume Raoux,,176.9,40.1%,57.7%,37.5%,41.6%,1992
60,Jaime Oncins,,175.5,41.1%,54.7%,46.2%,33.5%,1992
61,Marc Rosset,,174.4,36.7%,59.4%,47.9%,30.4%,1992
62,Nicklas Kulti,,171.0,41.1%,57.7%,37.5%,34.8%,1992
63,Patrik Kuhnen,,164.5,43.6%,57.3%,36.6%,27.0%,1992
64,Tomas Carbonell,,160.9,43.0%,52.8%,32.8%,32.3%,1992
